gnd_id,german_name,related_subjects
4457669-9,PL/SQL,Abfragesprache | Algorithmische Programmiersprache
4457670-5,Chinook Programm,Damespiel | Programm
4458024-1,FrameMaker 5.0,Desktop-Publishing | Programm
4458036-8,Lotus Domino 4.5,Computer Supported Cooperative Work | Internet | Programm
4459965-1,CoRa UH,Unterhalt | Berechnung | Programm
4460150-5,Tachisto,Informatikunterricht | Programm
4460415-4,WinSkript 2.0,"Windows 3.1 | Skript,Programm | Programmierumgebung | Windows 95 | Windows NT | Windows 98"
4460519-5,Borland Delphi 3.0,Softwarewerkzeug | Compiler | Windows NT | Anwendungsprogramm | Programmierumgebung | Windows 95
4460522-5,JURIS Formular,JURIS | Online-Recherche | Programm
4460523-7,JURIS Formular für WINDOWS,"JURIS | Online-Recherche | WINDOWS,Programm | Programm"
4460544-4,SUPRENUM,Supercomputer
4460695-3,DigiScript,Editor | Pre-press | Programm
4460947-4,Apache Programm,World Wide Web | Server
4460981-4,WebBoard 2.0,World Wide Web | Telekonferenz | Programm
4460982-6,Netscape 4.0,World Wide Web | Browser
4462145-0,F Programmiersprache,Programmiersprache
4462513-3,IP 6,Kommunikationsprotokoll
4462743-9,PaintShop Pro für WINDOWS 95,Computergrafik | Programm
4462764-6,Slay Computerspiel,Computerspiel | Strategisches Spiel
4462765-8,Grand Prix Computerspiel,Computerspiel
4462774-9,StarOffice 4.0,Büroarbeit | Programmpaket
4462866-3,Sidekick 97,Dienstprogramm
4462899-7,Golph,Computerspiel | Strategisches Spiel
4462903-5,Wetlands Computerspiel,Abenteuerspiel
4462906-0,Pac Man Computerspiel,Computerspiel
4462908-4,Lamborghini Computerspiel,Computerspiel
4462911-4,Rallye Computerspiel,Computerspiel
4462915-1,Puzzory,Denkspiel | Computerspiel
4462926-6,POV-RAY 2.0,Ray tracing | Programm
4463185-6,O2,Objektorientiertes Datenbanksystem
4463263-0,JDBC,Java 1.1 | Relationales Datenbanksystem | API
4463266-6,SAP R/3 3.X,Unternehmen | Programm
4463355-5,Java Beans,"Java 1.1 | Softwarewiederverwendung | Komponente,Software"
4463398-1,Media Studio Pro,Videobearbeitung | Programm
4463457-2,IQ 8900,Terminplanung | Taschenrechner
4463473-0,KOP Programmiersprache,Programmiersprache
4463747-0,CRAY Vektorrechner,Supercomputer
4463768-8,Internet Information Server 3.0,Internet | Server
4464759-1,GefTrans 4.1,Gefahrgut | Datenbank
4464926-5,Visual J++ 1.1,"Java,Programmiersprache | Anwendungsprogramm | Programmierumgebung"
4465204-5,SIMPLEX 5.0,Messwertverarbeitung | Programm
4465219-7,PhotoFinish 3.0,Fotofinishing | Programm | Fotografie | Bildverarbeitung
4465432-7,VisualBASIC CCE,Programmiersprache
4466028-5,DEEP Programm,Zahnkrankheit | Epidemiologie | Datenanalyse | Programm
4466457-6,NAVIGATOR 1.01,Benutzeroberfläche | Programm
4466475-8,LINUX 2.1,Betriebssystem
4466478-3,WinFax Pro 4.1,Telefax | Personal Computer | Programm
4466725-5,MAMMUT Programm,Dynamische Speicherverwaltung | Programm
4466760-7,BASIC 4.0,Programmiersprache
4466847-8,PhotoPaint 7.0,Bildverarbeitung | Programm
4466921-5,MicroStation 95,CAD | Computergrafik | Programm
4466995-1,ME 10,CAD | Programm
4467116-7,Exchange 4.0,E-Mail | Programm
4467263-9,MINIX 2.0,Betriebssystem
4467406-5,Sound Blaster AWE32,Soundkarte
4467605-0,Visual C++ 5.0,Programmiersprache
4467617-7,Cascading Style Sheets,Webdesign | Vorlage
4467784-4,WordPerfect 2.1,Textverarbeitung | Programm
4467791-1,PackGenie für Windows 95,Datenkompression | Programm
4467938-5,Adobe Illustrator 7.0,Computergrafik | Programm
4468095-8,CYBER PAINT,Computergrafik | Programm
4468145-8,NetMeeting 2.0,Computerunterstützte Kommunikation | Internet | Programm
4468153-7,CADdy++ light,CAD | Programm
4468175-6,SOLARIS 1,Betriebssystem
4468197-5,IBM AS/400 Advanced 36,Minicomputer
4468465-4,Netscape Communicator,Internet | Programm
4468722-9,Concept 1.03,Projektplanung | Programm
4468741-2,Mikroprozessor 68851,Mikroprozessor
4468742-4,TURBO-Assembler 2.0,Assembler
4468743-6,Z 8000,Mikroprozessor
4468976-7,QuickReport 2.0,Berichtsgenerator
4469011-3,Lotus SmartSuite 97,Büroarbeit | Programmpaket
4469588-3,Motorola,
4469589-5,BASIC-M,Compiler
4469701-6,APLICAT,Datenanalyse | Programm | Statistik
4469711-9,Print-it Programm,Drucken | Programm | Gestaltung
4469781-8,UML,Modellierung | Objektorientierung | Entwurfssprache
4469909-8,BackOffice,Rechnernetz | Betriebssystem | Programmpaket | Server
4469979-7,POV-RAY 3.0,Ray tracing | Programm
4469980-3,VisaVis Programmiersprache,Graphische Programmiersprache
4469981-5,LINUX Slackware 96,Betriebssystem
4469990-6,Elektroplaner Programm,Elektrotechnik | Berechnung | Programm | Elektronik | Elektroinstallation
4470152-4,Lohn Xpress-light,Lohnbuchführung | Programm
4470173-1,JavaScript 1.2,Skriptsprache
4470620-0,OneVision,Pre-press | Programmpaket | Elektronisches Publizieren | Desktop-Publishing
4470622-4,Publisher für WINDOWS 2.0,Desktop-Publishing | Programm
4471123-2,CAML Programmiersprache,Programmiersprache
4471455-5,LINUX Slackware 3.2,Betriebssystem
4471990-5,Sharp Marke,
4472261-8,Visual InterDev,Webdesign | Programmierumgebung
4472269-2,PC-Copyshop Programm,Scanner | Kopieren | Programm
4472278-3,Oz Programmiersprache,Programmiersprache
4472877-3,COMPASS Assembler,Assembler
4472882-7,EURONET-DIANE,Datennetz
4473016-0,IntranetWare 4.11,Rechnernetz | Betriebssystem
4473143-7,Labels Unlimited 2.0,Etikett | Gestaltung | Programm
4473179-6,Access 1.0,Relationales Datenbanksystem
4473253-3,AutoCAD 14.0,CAD | Programm
4473257-0,DraftBoard,CAD
4474002-5,Mathcad 7.0,Computeralgebra | Programm
4474110-8,PC 1251,Taschenrechner
4474115-7,Xerox 8000,Büroinformationssystem
4474182-0,Mail 3.0,E-Mail | Programm
4474212-5,ActiveX Steuerelement,
4474215-0,CD-ROM Verwaltung Programm,CD-ROM | Programm
4474259-9,Midosa 95,Archivalien | Inventarisierung | Programm
4474725-1,Netscape Internet Foundation Classes,"Internet | Java,Programmiersprache | Graphische Benutzeroberfläche | Klassenbibliothek"
4474923-5,Deadly Tide,Computerspiel
4475728-1,BilanzCheck 2.1,Bilanzanalyse | Programm
4475755-4,Ökowald Datenbank,Forstökologie | Literaturdatenbank
4476059-0,Programm zur Berechnung der Gewerbesteuer und der Gewerbesteuer-Rückstellung,Gewerbesteuer | Berechnung | Programm
4476308-6,WinVisit 2.15,Visitenkarte | Programm
4476381-5,ORACLE 8.0,Relationales Datenbanksystem
4477354-7,Argus Commander,Dateiverwaltung | Programm
4477366-3,Roulette Royale,Roulett | Datenanalyse | Programm
4477412-6,Dungeon Keeper,Computerspiel
4477728-0,HTML 4.0,World Wide Web | Auszeichnungssprache
4478029-1,Musico Programm,Computermusik | Programm
4478116-7,PageMaker 6.5,Desktop-Publishing | Programm
4478130-1,Borland IntraBuilder 1.5,Programmierumgebung | Intranet | JavaScript | Anwendungsprogramm
4478687-6,Queen - the eYe,Computerspiel
4478726-1,Internet Explorer 4.0,World Wide Web | Browser
4479256-6,Assistent Programm,Hilfsprogramm
4479893-3,pc-profi-Tipptrainer 1.0,Maschinenschreiben | Lernsoftware
4479895-7,pc-profi-Folie 1.0,Präsentationsgrafik | Programm
4479950-0,C-Control/BASIC-Steuercomputer,Einplatinen-Computer
4479982-2,HTTP,Kommunikationsprotokoll | WebDAV | Web Technologie
4479990-1,SPSS 7.5 für WINDOWS,Datenanalyse | Programm | Sozialwissenschaften | Statistik
4480001-0,FX 880P,Taschenrechner
4480002-2,Game-Studio 3D,Computeranimation | Programm | Realistische Computergrafik
4480018-6,VISSION,Neuronales Netz | Netzwerkmodell
4480092-7,V-Modell 97,Vorgehensmodell
4480125-7,Lotus Domino 4.6,Computer Supported Cooperative Work | Internet | Programm
4480126-9,Lotus Notes 4.6,Computer Supported Cooperative Work | Programm
4480148-8,VRML 97,World Wide Web | Beschreibungssprache
4480154-3,NetView,Netzwerkverwaltung | Programm
4480277-8,LabVIEW 4.0,Messwertverarbeitung | Programmierumgebung | Graphische Benutzeroberfläche
4480279-1,LabVIEW,Messwertverarbeitung | Programmierumgebung | Graphische Benutzeroberfläche
4480429-5,ProArbeit,Arbeit | Informationssystem
4480432-5,Datamat für WINDOWS,Dateiverwaltung | Programm
4480546-9,SIMULINK,Dynamisches System | MATLAB | Simulation
4480649-8,HyperTree,Industriedesign | Programm
4480834-3,WinCAT 2.3,Geoinformationssystem
4481136-6,Fanfare! Programm,Multimedia | Präsentation | Programm
4481140-8,F/X 3D,Realistische Computergrafik | Programm
4481210-3,ANSYS 5.0,Finite-Elemente-Methode | Programm
4481211-5,ANSYS 5.3,Finite-Elemente-Methode | Programm
4481345-4,OLAP,Informationssystem
4481405-7,Dark Reign,Computerspiel
4481468-9,FreeHand 7.0,Computergrafik | Programm
4481603-0,Windows NT Workstation 3.51,Betriebssystem
4481826-9,Dynamic HTML,HTML | Dynamische Web-Seite
4481894-4,GDF,Geoinformationssystem | Datenmodell
4481930-4,Stammbaum im Erbrecht Programm,Erbrecht | Programm
4482153-0,OS/2 Warp,Betriebssystem
4482184-0,Mikrocontroller AMD-645,Mikrocontroller
4482185-2,Mikrocontroller AMD-640,Mikrocontroller
4482317-4,X Window System 11,Bildschirmfenster | Programm | UNIX | Graphische Benutzeroberfläche
4482407-5,WinAdress 1.0,Adressverwaltung | Programm
4482478-6,Soap Programm,Bildverarbeitung | Programm
4482489-0,Goo Programm,Bildverarbeitung | Programm | Computeranimation
4482527-4,ARCNET,Feldbus | Lokales Netz
4482590-0,IP,Kommunikationsprotokoll
4482606-0,MacOS 8,Macintosh | Betriebssystem
4482897-4,SAC Programmiersprache,"Funktionale Programmiersprache | C,Programmiersprache"
4483525-5,StarWriter 4.0,Textverarbeitung | Programm
4483635-1,"Zork, der Großinquisitor",Computerspiel
4483637-5,Age of Empires,Computerspiel
4483647-8,JDK 1.1,"Java,Programmiersprache | Software Development Kit"
4483650-8,MacroMedia Director 6.0,Autorensystem
4483655-7,Borland JBuilder,"Java,Programmiersprache | Programmierumgebung"
4483705-7,Cisco,
4484016-0,FrontPage 98,Textverarbeitung | Programm | Webdesign
4484040-8,Visio Technical 5.0,CAD | Programm
4484254-5,Active Server Pages,Webdesign | Programmierumgebung
4484442-6,GS-LOHN,Lohnbuchführung | Programm
4484484-0,Windows 98,Betriebssystem
4484579-0,GS-DTAUS,Datenträgeraustausch | Programm
4484594-7,INFORMIX 9.1,Objektorientiertes Datenbanksystem
4484658-7,KENNcalc,Fertigungslogistik | Betriebliche Kennzahl | Programm
4484720-8,ENSYS,Energieversorgung | Energiebilanz | Programm
4484803-1,Project 98,Projektmanagement | Programm
4485036-0,Riven,Computerspiel
4485063-3,VoiceOffice Simply Speaking,Automatische Spracherkennung | Programm
4485064-5,VoiceOffice Professional,Automatische Spracherkennung | Programm
4485459-6,Lands of Lore,Abenteuerspiel
4485518-7,CheckUp pro,"Personal Computer | Leistungsbewertung | Programm | Konfiguration,Informatik | Tuning"
4485635-0,Taurus Programm,Börsenhandel | Programm
4485700-7,RockBuster,Computerspiel
4486210-6,SAP R/3 3.0,Unternehmen | Programm
4486522-3,CD 3300,Großrechner
4486523-5,MVP-L,Programmiersprache
4486562-4,WinAdress 1.1,Adressverwaltung | Programm
4486893-5,Tomb Raider II,Computerspiel
4486920-4,S+SPATIALSTATS,S-PLUS | Raumdaten | Statistische Analyse | Programm
4487029-2,CAD/DRAW,CAD | Zeichnen | Programm
4487031-0,ADRESSMAN,Adressverwaltung | Programm | Terminplanung
4487033-4,ANSI Common Lisp,Programmiersprache
4487289-6,PowerProject für WINDOWS 4.0,Projektmanagement | Programm
4487628-2,IBAS,Datenbanksystem
4487629-4,IFPS,Finanzplanung | Entscheidungsunterstützungssystem
4487718-3,FLIGHT SIMULATOR 98,Flugsimulator | Programm
4487805-9,HP 9000,Minicomputer
4488201-4,Allegro-C 15,Datenbanksystem
4488397-3,Blade runner Computerspiel,Computerspiel
4488559-3,BeOS,Betriebssystem
4488589-1,Tomb Raider,Computerspiel
4488592-1,Final Fantasy VII,Computerspiel
4488594-5,Jedi Knight,Computerspiel
4488632-9,WordPerfect 8.0,Textverarbeitung | Programm
4488635-4,GS-TERMIN,Terminplanung | Programm | Zeiteinteilung
4488640-8,GS-BRUTTO/NETTO,Lohnbuchführung | Programm
4488643-3,Steuer 96 plus,Einkommensteuererklärung | Programm
4488646-9,EasySteuer 98,Einkommensteuererklärung | Programm
4488648-2,CASA Programm,Arbeitsanalyse | Programm
4488658-5,ADVOexpert Familienrecht,Familienrecht | Programm
4488691-3,UFIS Umweltinformationssystem,Umweltinformationssystem
4488792-9,Simulnet,Datenanalyse | Neuronales Netz | Programm | Numerische Mathematik
4488945-8,Norman Virus Control,Computervirus | Suche | Programm
4488947-1,Mephisto-Shredder,Computerschach | Programm
4488974-4,QuarkXPress 4.0,Desktop-Publishing | Programm
4489572-0,"MOSAIK Programm, Energiewirtschaft",Gewerbe | Energieberatung | Programm | Klein- und Mittelbetrieb
4489599-9,COM Programmierumgebung,"Programmierumgebung | Komponentenmodell,Software | Softwarespezifikation | Objektmodell"
4490095-8,NSDstat,Datenanalyse | Programm | Sozialwissenschaften | Statistik
4490609-2,WordPerfect Suite 8.0,Büroarbeit | Programmpaket
4490610-9,WordPerfect Suite 7.0,Büroarbeit | Programmpaket
4490676-6,Z3 Computer,Computer
4490687-0,LINUX Slackware 3.4,Betriebssystem
4490750-3,LOTUS 1-2-3 für OS/2,
4491178-6,StarWriter 3.0,Textverarbeitung | Programm
4491179-8,StarWriter 3.1,Textverarbeitung | Programm
4491180-4,StarWriter 3.1 für OS/2,Textverarbeitung | Programm
4491192-0,StarCalc 3.1,Tabellenkalkulation | Programm
4491193-2,StarCalc 3.0,Tabellenkalkulation | Programm
4491194-4,StarCalc 3.1 für OS/2,Tabellenkalkulation | Programm
4491310-2,PageMaker 6.0 für WINDOWS 95,Desktop-Publishing | Programm
4491311-4,Paradox 5.0 für WINDOWS,Relationales Datenbanksystem
4491318-7,Quattro Pro 5.0,Tabellenkalkulation | Programm
4491321-7,Quattro Pro 6.0 für WINDOWS,Tabellenkalkulation | Programm
4491337-0,IBM Client Access,Server
4491356-4,Gcc Compiler,Compiler
4491470-2,KIM Programm,Informationsmanagement | Programm
4491583-4,COREL DRAW! 8.0,Computergrafik | Programm
4491590-1,StarCalc 4.0,Tabellenkalkulation | Programm
4491592-5,Freelance Graphics für OS/2 2.1,Präsentationsgrafik | Programm
4491694-2,EFAwin Programm,Öffentlicher Personennahverkehr | Fahrplan | Programm | Verkehrsinformationssystem
4491781-8,S-PLUS 4.0,"Datenanalyse | S,Programmiersprache | Programmpaket"
4492046-5,ImageCensor,Pornografie | Jugendmedienschutz | Programm
4492523-2,bash,"SHELL,Programmiersprache"
4492681-9,StarOffice 3.1 für OS/2,Büroarbeit | Programmpaket
4493115-3,Medi8or 3.0,Autorensystem | Multimedia | Entwicklung | Programm
4493258-3,Internet Explorer 3.02,World Wide Web | Browser
4493476-2,Oberon-D,Programmiersprache
4493670-9,Astro Star 5.5,Astrologie | Programm
4493672-2,Astro Star 6.0,Astrologie | Programm
4493915-2,AFC Programm,"Java,Programmiersprache | Softwareproduktionsumgebung"
4493938-3,Site-Server 2.0,Internet | Server
4494506-1,LOTUS 1-2-3 97,
4494512-7,Lotus Approach 96,Datenbanksystem
4494513-9,Freelance Graphics 96,Präsentationsgrafik | Programm
4494514-0,SuperProject 3.0,Projektmanagement | Programm
4494515-2,SuperProject 4.0,Projektmanagement | Programm
4495216-8,StarDraw 3.1,Computergrafik | Programm | Präsentationsgrafik
4495222-3,StarDraw 3.1 für OS/2,Computergrafik | Programm | Präsentationsgrafik
4495987-4,ORACLE Web Application Server 3.0,World Wide Web | Server | Softwareproduktionsumgebung
4496036-0,Wing Commander Prophecy,Computerspiel
4496233-2,Die Multimedia-Verwaltung Programm,Multimedia | Dateiverwaltung | Programm | Computergrafik
4496518-7,IEEE-796,"Bus,Informatik"
4496543-6,Druckstudio Programm,Akzidenz | Drucken | Programm
4496647-7,PostCard Programm,Glückwunschkarte | Gestaltung | Programm
4496654-4,Ox Programmiersprache,Objektorientierte Programmiersprache
4497017-1,Konstanzer Hypertextsystem,Hypertext
4497320-2,AutoCAD LT 97,CAD | Programm
4498564-2,PIC 16C7X,Mikroprozessor
4498566-6,PIC 16C84,Mikroprozessor
4498816-3,F-PROT Professional 2.27,Computervirus | Suche | Programm
4499034-0,Praxisbudget Quick Check,Arztpraxis | Budgetierung | Tabelle | Programm
4499217-8,GiveWin,Ökonometrie | Programm
4499262-2,Sidekick 95,Dienstprogramm
4499307-9,PcFiml 9.0,Ökonometrie | Programm
4499308-0,PcGive 9.0,Ökonometrie | Programm
4499599-4,Picture It! Programm,Bildverarbeitung | Programm
4499707-3,GRIPS Datenbanksystem,Datenbanksystem
4499931-8,Maple V 5.0,Computeralgebra | Programm
4499937-9,ANSI C++,Programmiersprache
4499938-0,CADCS,Regelungstechnik | Lernsoftware
4500102-9,Fast Ethernet,Ethernet | Lokales Hochgeschwindigkeitsnetz
4500112-1,XYZip,Archivsystem
4500607-6,Nilipascal 3.0,Programmiersprache
4500797-4,Wistat,Frau | Soziale Situation | Literaturdatenbank
4500850-4,PhotoFinish 4.0,Bildverarbeitung | Programm
4500851-6,PhotoFinish,Bildverarbeitung | Programm
4500956-9,Studio 3D MAX 2.0,Computeranimation | Programm | Realistische Computergrafik
4501080-8,MSX2,Heimcomputer | Norm
4501169-2,LIBRIS,Bibliotheksinformationssystem
4501216-7,Internet Explorer 4.01,World Wide Web | Browser
4501298-2,Windows NT 4.0 Option Pack,Windows NT 4.0 | Programm
4501381-0,Exchange 5.0,E-Mail | Programm
4501464-4,AVA 97 5.6,Planungsbüro | Kalkulation | Programm | Honorar | Abrechnung | Ausschreibung | Bauvergabe
4501465-6,AVA 2000 5.6,Planungsbüro | Kalkulation | Programm | Honorar | Abrechnung | Ausschreibung | Bauvergabe
4501553-3,XML,Auszeichnungssprache
4501559-4,Draw Business 1.51,Präsentationsgrafik | Programm
4501657-4,NeuroCheck Programm,Visuelle Prüfung | Bildverarbeitung | Programm
4501939-3,InterBase 5.0,Client-Server-Konzept | Relationales Datenbanksystem
4501986-1,Mikroprozessor 68332,Mikroprozessor
4501990-3,AVA 97 5.5,Planungsbüro | Kalkulation | Programm | Honorar | Abrechnung | Ausschreibung | Bauvergabe
4502679-8,Webtricity,Webdesign | Computergrafik | Programm
4502710-9,Win-Data,Home Banking | Programm
4503141-1,Dataplan Programmiersprache,Datenbanksprache
4503142-3,Piton Assembler,Assembler
4503201-4,Java 2,Objektorientierte Programmiersprache
4503601-9,Taligent,Betriebssystem
4504119-2,BilanzCheck 1.0,Bilanzanalyse | Programm
4504615-3,Immobilien Publisher 98,Immobilienwirtschaft | Programm
4504639-6,Netscape Communicator für LINUX,Internet | LINUX | Programm
4504847-2,Battlezone,Computerspiel
4505317-0,Die Siedler II,Computerspiel
4505476-9,LIDIA Programm,Algorithmische Zahlentheorie | C++ | Klassenbibliothek
4506008-3,MacOS 7.6,Macintosh | Betriebssystem
4506011-3,Claris HomePage 2.0,Textverarbeitung | Programm | Webdesign
4506049-6,Windows CE,Betriebssystem
4506079-4,LINUX 5.2,Betriebssystem
4506294-8,Internet Information Server 4.0,Internet | Server
4506352-7,Claris HomePage 1.0,Textverarbeitung | Programm | Webdesign
4506423-4,FrameMaker 5.5,Desktop-Publishing | Programm
4506562-7,GNU C 2.7.2,MS-DOS | GNU C
4506607-3,otto Programmiersprache,Programmiersprache
4506634-6,Exchange Server 5.5,Server
4506663-2,SoftMaker Small Office 97,Büroarbeit | Programmpaket
4507213-9,AdressGenie 2.0,Adressverwaltung | Programm
4507422-7,MBL Programmiersprache,Programmiersprache
4507504-9,Cup-sailing-Simulator,Computerspiel
4507547-5,PC-NAV,Navigation | Sporthochseeschifferschein | Programm
4507557-8,Laser match racing,Computerspiel
4507797-6,CD-Master Audio 2.0,Audio-CD | Kopieren | Programm | CD-Rekorder
4507798-8,CD-Master 4.0,CD-ROM | Kopieren | Programm | CD-Rekorder
4507800-2,CD-Master pro!,CD | Kopieren | Programm | CD-Rekorder
4507802-6,MixControl,Computermusik | Programm
4507822-1,LiSim,Computerspiel
4507840-3,Sail-Simulator 3.0,Segeln | Simulator | Programm
4508114-1,Windows 2000 Server,Betriebssystem
4508115-3,Windows 2000 Professional,Betriebssystem
4508209-1,VisWom,Frau | Anatomie | Atlas | Programm
4508218-2,VisMan,Mann | Anatomie | Atlas | Programm
4508343-5,FreeHand 8.0,Computergrafik | Programm
4508529-8,StarOffice 4.0 für LINUX,Büroarbeit | Programmpaket
4508530-4,OpenLinux 1.2 Lite,Betriebssystem
4508534-1,Windbase 1.0,Datenbanksystem
4508744-1,Pentium II,Mikroprozessor
4508800-7,Prozessperipherie PP2,Prozessperipherie
4508815-9,Proxy Server 2.0,Internet | Server | Firewall
4508827-5,MathView 2.5,Computeralgebra | Programm
4508829-9,Musikverwaltung Programm,Musiktonträger | Dateiverwaltung | Programm
4508878-0,Lotus Script 3.0,Skriptsprache
4509179-1,Java 1.2,Objektorientierte Programmiersprache
4509367-2,SAP R/3 Basics 3.0 b,Unternehmen | Programm
4509409-3,GeoChem,Bodenverschmutzung | Bewertung | Programm
4509430-5,Anno 1602 Computerspiel,Computerspiel
4509474-3,StarCraft,Computerspiel
4509578-4,PlayStation,Spielkonsole
4509642-9,Red Baron II,Computerspiel
4509645-4,Oddworld: Abe's Oddysee,Computerspiel
4509865-7,AstroWorld 98,Astrologie | Programm
4509891-8,AnalysePro 3.0,Betriebsanalyse | Programm | Unternehmensbewertung
4509896-7,HydroChem,Grundwasserstand | Messung | Programm | Grundwasser | Wasseranalyse
4509985-6,Chipy Programm,Chipkarte | Funktelefon | Programm
4510040-8,Money 98,Home Banking | Programm
4510049-4,HOLCF,
4510089-5,FamilienChronik Programm,Genealogie | Programm
4510143-7,MoviePrint,Film | Videokassette | Etikett | Drucken | Programm | Dateiverwaltung
4510145-0,HTML Help,HTML | Hilfesystem
4510146-2,HTML Help Workshop,HTML | Hilfesystem | Autorensystem
4510163-2,Baan IV,Unternehmen | Programm
4510313-6,GENTLE Programm,Compiler-Compiler
4510318-5,IRMP,Reservierungsprotokoll
4510843-2,OS/390 JCL,OS/390 | Auftragssprache
4510845-6,IBM-System/390,Großrechner
4510848-1,OS/390,"IBM,Marke | Großrechner | Betriebssystem"
4511442-0,Care4W95,"Löschen,Datenverarbeitung | Programm"
4511509-6,EasyCleaner,"Löschen,Datenverarbeitung | Programm"
4511616-7,Netscape 4.05,World Wide Web | Browser
4511678-7,VOXEL MAN,Mensch | Anatomie | Atlas | Programm | Physiologie
4511733-0,GroupWise 5.0,Büroarbeit | Programmpaket
4511753-6,Tipp-Top 3.0,Maschinenschreiben | Programm
4511771-8,Java WorkShop 2.0,"Java,Programmiersprache | Programmierumgebung"
4511916-8,AUTOcontract EDV-Recht,Datenverarbeitung | Vertrag | Formularsammlung | Programm
4512183-7,UTOPIA Planspiel,Führungseigenschaft | Planspiel
4512351-2,Tomb Raider I,Computerspiel
4512368-8,ORACLE Web Application Server,World Wide Web | Server | Softwareproduktionsumgebung
4512478-4,STS Chemie,Chemie | Datenbank | Suchverfahren | Programm
4512480-2,ChemReact,Chemische Reaktion | Programm
4512483-8,Java Swing 1.0,"Java 1.1 | Komponente,Software | Benutzeroberfläche | Klassenbibliothek"
4512485-1,Java Foundation Classes 1.1,Java 1.1 | Benutzeroberfläche | Klassenbibliothek
4512524-7,XTREMES,Extremwertstatistik | Programm
4512660-4,Frontier Programm,Webdesign | Website | Programm
4512805-4,MS Plus! 98,Windows 98 | Programm
4512823-6,GOS Datenbanksystem,Datenbanksystem
4512888-1,EWS64,Soundkarte
4512889-3,PhotoPaint 6.0,Bildverarbeitung | Programm
4512891-1,PhotoPaint 8.0,Bildverarbeitung | Programm
4513071-1,NANA Programm,Netzwerkanalyse | Programm
4513077-2,ACHAT 4.1,Betriebssystem
4513091-7,MCSE,Microsoft | Rechnernetz | Betriebssystem | Zusatzqualifikation
4513112-0,DCOM,"COM,Programmierumgebung"
4513113-2,Borland C++ Builder 3.0,Programmierumgebung | C++ | Windows NT | Anwendungsprogramm | Windows 95
4513242-2,ProfiCAD,CAD | Programm
4513272-0,AutoCAD 9.0,CAD | Programm
4513283-5,Systems Management Server 1.2,Netzwerkverwaltung | Programm
4513399-2,GEMIS 3.0,Umweltanalytik | Programm
4513565-4,SOLARIS 2.6,Betriebssystem
4513861-8,Voice Manager,Gesprochene Sprache | Automatische Spracherkennung | Befehlssprache | Programm
4513881-3,FineReader,Schriftzeichenerkennung | Programm | Scanning
4514501-5,Tekken 3,Computerspiel
4514541-6,KOSTAB 1.0,Starkregen | Tabelle | Programm
4514656-1,CS4,Assoziativspeicher | Datenbanksystem
4514768-1,CAD 3D Programm,Dreidimensionales CAD | Programm
4514824-7,Gartendesigner 3D,Gartengestaltung | Programm
4514909-4,Outlook 98,Terminplanung | Programm | E-Mail
4514961-6,Publisher 98,Desktop-Publishing | Programm
4515132-5,Pentium MMX,Mikroprozessor
4515462-4,Adobe Photoshop 5.0,Bildverarbeitung | Programm
4515654-2,StarOffice 3.0,Büroarbeit | Programmpaket
4515688-8,JOKO-FIBU,Finanzbuchhaltung | Programm
4516225-6,Colture,Festkörper | Molekülstruktur | Visualisierung | Programm
4516239-6,PRIMUS Programm,Bewerbung | Homepage | Gestaltung | Programm
4516266-9,Netscape 4.x,World Wide Web | Browser
4516269-4,Personal ORACLE,Relationales Datenbanksystem
4516280-3,DirectX,Multimedia | API
4516456-3,LINUX Slackware 3.5,Betriebssystem
4516488-5,VECTOR Programm,Dreidimensionales CAD | Programm
4516536-1,CheckIt,Personal Computer | Testen | Programm
4516569-5,MathType,Mathematisches Zeichen | Formelsatz | Editor
4516573-7,MACSYMA 2.3,Gewöhnliche Differentialgleichung | Programm | Computeralgebra
4516782-5,SFS Programm,Segelflug | Flugsimulator | Programm
4516789-8,Netcaster,Push-Technik | Programm
4516827-1,BackOffice Small Business Server,Klein- und Mittelbetrieb | Rechnernetz | Programmpaket
4517232-8,MAID Datenbanksystem,Datenbanksystem
4517234-1,Profi-CD-Brenner Programm,CD | Kopieren | Programm | CD-Rekorder
4517237-7,CD-Label-Profi,CD | Etikett | Drucken | Programm | Gestaltung | Dateiverwaltung
4517366-7,PICCO Programm,Bild | Computersimulation | Programm
4517514-7,PalmPilot,Notepad-Computer
4517609-7,AntiVirus 2.0,Computervirus | Suche | Programm
4517629-2,LabVIEW 5.0,Messwertverarbeitung | Programmierumgebung | Graphische Benutzeroberfläche
4517724-7,Macromedia Director 6.5,Autorensystem
4517729-6,Picture Publisher 8.0,Bildverarbeitung | Programm
4517760-0,PC-Profi-Packer Programm,Datenkompression | Programm | Dateiverwaltung | Datensicherung
4517814-8,TI 89,Taschenrechner
4517883-5,C-Control-Steuercomputer,Einplatinen-Computer | Mikrocontroller
4517932-3,Mathcad 5.0,Computeralgebra | Programm
4518031-3,ENSYS 2.2,Energieversorgung | Energiebilanz | Programm
4518195-0,NES-Konsole,Spielkonsole
4518197-4,Sega,
4518198-6,Nintendo,
4518340-5,COGET,SDI-Dienst | Sozialwissenschaften | Programm
4518349-1,FreeSpace Programm,Datenkompression | Programm | Datensicherung | Dateiverwaltung
4518356-9,Scientific Notebook,Textverarbeitung | Programm | Computeralgebra
4518380-6,mC/OS,Mikrocontroller | Betriebssystem
4518526-8,VisualBASIC 6.0,Programmiersprache
